1 0 3289.22723706435 26705.9525068159 3732.51684364322 5962.45148586467 7530.45903946118 1921.18270545314 3840.53347940352 4492.9083533824 21868.1711809048 5274.11236094583 11349.6904029481 4365.92933564284 26106.9910684007 3459.35586516277 26730.1790716628 26248.1220080113 4126.6398589611 5684.88543735871 26805.3913684039 20481.3440252363 3459.35586516277 3660.55228961655 24163.4993726611 4304.56588365622 13250.7623245617 4140.6199044589 121.47480498757 21868.1711809048 5982.41856190611 2176.57271328251 2401.65281329962 5465.44844455103 2682.39978533354 7530.45903946118 41242.0904745091 17939.0631499367 3444.30927281039 21252.2223515863 7693.74544427111 40660.6230173076 4164.58204032924 26730.1790716628 2898.08887016853 4154.73216266652 4155.17965745739 3459.35586516277 3459.35586516277 25862.8363545366 55730.9750856054
31 2176.57271328251 1130.32581125188 28798.2168979938 1574.17569895727 3800.65941438102 9703.69110577287 4058.27248643781 1689.07172461886 2338.90023907829 24021.2644469583 3117.41058654006 13513.334304322 2208.12205319987 28267.1044873511 1300.06512560809 28822.4523135399 28408.4168403788 1972.88419088037 3525.12287974488 28896.9023339123 22639.9389033841 1300.06512560809 1510.94900775831 26239.651605475 2151.87191946707 15417.5665680294 1985.57506612603 2056.17985510726 24021.2644469583 3820.20490110834 0 331.567825886949 3309.10434645947 571.321291083135 9703.69110577287 43401.9040595512 20104.1558012714 1298.26684548803 23401.5709760266 9830.29353364512 42822.6593521321 2006.45221976429 28822.4523135399 733.73760480396 1983.75951344355 2002.78501537774 1300.06512560809 1300.06512560809 28023.0927351421 57889.3080426901
32 2401.65281329962 892.15157159832 29070.4983887245 1332.59845537348 3561.16782723212 9930.37891559299 4307.08163891501 1439.00125358405 2091.2764910839 24267.3731211918 2872.47646810724 13751.1885458621 1964.74978279067 28508.1339301597 1061.12069151522 29094.7323235015 28649.2988608228 1725.1147888581 3283.39172328732 29169.4157797208 22882.1101500443 1061.12069151522 1259.01730389553 26516.3596849684 1902.92448188344 15652.3964965791 1739.21801539743 2280.21261700613 24267.3731211918 3581.20526308378 331.567825886949 0 3063.79631633464 280.88280389467 9930.37891559299 43643.2493667555 20340.7105546351 1042.72872986144 23650.0345401121 10084.1513862728 43062.1085114645 1763.68793160787 29094.7323235015 516.057666455083 1762.29902067815 1753.55827566269 1061.12069151522 1061.12069151522 28264.0035530321 58131.8786408982
33 5465.44844455103 2180.32788152234 32094.4857882918 1735.81320676879 502.4998525579 12992.971091082 7365.52054419182 1625.11522225202 972.605958729564 27328.5487632049 191.701883688075 16814.8243443826 1101.28201176914 31571.3358626497 2010.04015832649 32118.7215036079 31712.5380103226 1339.12228546959 224.12642367154 32192.8212029413 25944.9421059863 2010.04015832649 1805.04854024853 29528.7842662776 1160.90487961568 18716.1840432475 1325.49019452116 5344.00889870473 27328.5487632049 523.339875082827 3309.10434645947 3063.79631633464 0 2783.09094278308 12992.971091082 46706.4309164278 23404.4948737024 2021.20302434676 26709.7850820072 13139.353911713 46125.6821160449 1303.04590709018 32118.7215036079 2575.96473054598 1338.01279553754 1310.33470761403 2010.04015832649 2010.04015832649 31327.2333908082 61194.7311921727
34 2682.39978533354 615.948069114814 29348.8213842042 1053.36988649596 3280.75546844907 10210.6678921828 4587.71510893019 1158.54138743847 1810.64028201157 24548.2419884621 2591.81787627681 14032.001316136 1684.50602578472 28788.9926926799 783.41796308585 29373.0556945147 28930.1551314255 1444.63169788504 3002.86289873353 29447.6929200521 23162.9858415539 783.41796308585 978.581898002209 26793.7030314165 1622.27339557063 15933.0955750593 1458.84486266316 2560.94996716002 24548.2419884621 3300.82783317908 571.321291083135 280.88280389467 2783.09094278308 0 10210.6678921828 43924.1080281583 20621.4613070829 762.269778156571 23930.8576141317 10364.6696442111 43342.9274263746 1483.65845169171 29373.0556945147 267.694294141747 1486.08996332154 1472.9530230175 783.41796308585 783.41796308585 28544.8605152229 58412.7515581004
35 7530.45903946118 10819.5344912322 19443.5011491649 11262.429400321 13491.4051905595 0 5668.61795837553 11369.2047125182 12021.0277076857 14385.392241047 12801.9823951791 3854.30292048732 11895.1187357909 18598.9802356814 10989.5790977398 19467.5767899636 18739.5606281878 11655.2781076287 13213.373805831 19545.5060563146 12982.0053535941 10989.5790977398 11189.2497857315 16983.8755213134 11832.6574145162 5733.78879377132 11669.5110064691 7651.66650660008 14385.392241047 13511.492365697 9703.69110577287 9930.37891559299 12992.971091082 10210.6678921828 0 33730.7782738142 10422.2579632517 10972.9376640116 13783.794867315 1186.22680822043 33144.5335257769 11694.0437913608 19467.5767899636 10428.4473526687 11684.9518576152 11683.4637889105 10989.5790977398 10989.5790977398 18354.5592808359 48221.3151030525
36 41242.0904745091 44527.0436964355 15506.3468789027 44971.3596880194 47201.4574908974 33730.7782738142 39343.8310855053 45081.3436429365 45733.8597480184 19390.5456082683 46514.8969493226 29892.9487082253 45605.7137667923 15135.1154377561 44697.3954048806 15484.2022467081 14993.9686118835 45367.308639838 46924.7856443313 15431.4001970653 20762.0031457608 44697.3954048806 44901.4468561037 18106.4406135598 45545.6332143218 27997.4995107128 45380.9909355413 41363.5649317443 19390.5456082683 47221.1864269029 43401.9040595512 43643.2493667555 46706.4309164278 43924.1080281583 33730.7782738142 0 23308.5205009271 44685.3958966771 20022.8519643125 33586.6206001393 682.265588696148 45404.0527211506 15484.2022467081 44132.7087718411 45385.3850917544 45396.166002732 44697.3954048806 44697.3954048806 15379.2550027328 14490.5985974444
37 17939.0631499367 21226.6483874936 9622.38367125019 21670.6174836138 23900.9553626864 10422.2579632517 16048.7238040442 21779.4851930597 22431.9245998565 4030.39499706575 23213.123947287 6590.99014261736 22304.5665007924 8178.57182776049 21396.9542339657 9644.97593796446 8318.79241222872 22065.5692881356 23623.6870606875 9727.37862670241 2592.38905791379 21396.9542339657 21599.5164663907 7594.72729850944 22243.5967968508 4689.38569105586 22079.4556155941 18060.5113511548 4030.39499706575 23920.8287379075 20104.1558012714 20340.7105546351 23404.4948737024 20621.4613070829 10422.2579632517 23308.5205009271 0 21383.3108489877 3497.60365280676 10324.4104047566 22723.1291130136 22103.0595347387 9644.97593796446 20833.2833612312 22087.8729160377 22094.1902193695 21396.9542339657 21396.9542339657 7934.07295387077 37799.062408052
38 3444.30927281039 181.201605564613 30096.4639285162 295.688428614502 2518.49347312961 10972.9376640116 5346.37692681009 396.282293127802 1048.61393189474 25308.4788063615 1829.81422951384 14793.6285200313 922.287768857896 29550.2874018883 88.4641293603888 30120.6993074464 29691.4746107037 682.390582936617 2240.66382987557 30195.1571296119 23924.0487587624 88.4641293603888 216.312213811681 27537.7188819035 860.299032976522 16695.0715971122 696.576932431287 3322.88217394632 25308.4788063615 2538.55961611145 1298.26684548803 1042.72872986144 2021.20302434676 762.269778156571 10972.9376640116 44685.3958966771 21383.3108489877 0 24690.4744398241 11122.2867141155 44104.5044354557 721.726178538384 30120.6993074464 567.872398468309 737.890806677391 710.879371109403 88.4641293603888 88.4641293603888 29306.1735404197 59173.8459940268
39 21252.2223515863 24529.4573172912 6202.09126634782 24973.9719610873 27202.1953331654 13783.794867315 19344.3149425113 25085.7149612156 25737.8836447724 668.682077114812 26518.098958256 9929.59711288324 25608.5071173151 4937.16205809501 24699.7489928357 6223.75726716337 5079.53948316029 25371.260036049 26926.6124214542 6306.473382684 1005.52647769898 24699.7489928357 24906.0818094282 4507.16362478465 25549.971671788 8073.08583121466 25384.585527553 21373.617102686 668.682077114812 27221.6984659064 23401.5709760266 23650.0345401121 26709.7850820072 23930.8576141317 13783.794867315 20022.8519643125 3497.60365280676 24690.4744398241 0 13574.2797101571 19458.601105657 25406.7436968147 6223.75726716337 24134.0111018507 25383.3174025199 25400.5073470038 24699.7489928357 24699.7489928357 4698.78711234094 34498.7849559073
